,,,,,,,,Weight,0.1,0.3
29.94082134,0.388016065,0.534882429,0.220548601,0.710165073,0.055901007,,,,,
26.44322194,0.288949258,0.852389038,0.501631809,0.138716492,0.200424174,,,,,
26.71216997,0.781104022,0.322436541,0.512076332,0.409837866,0.753049308,,,,,
28.79179568,0.199688523,0.120087149,0.230400507,0.276730237,0.836428501,,,,,
23.23861895,0.190666062,0.71886181,0.682094997,0.54979941,0.334480942,,,,,
24.94285412,0.218639384,0.30102817,0.714905406,0.487203793,0.510951359,,,,,
27.92930508,0.056909449,0.258574277,0.535843565,0.850327295,0.682897625,,,,,
22.68454703,0.512890598,0.957945234,0.33924185,0.643364662,0.370047847,,,,,
28.26857057,0.818722351,0.104083267,0.524993323,0.899506741,0.624917901,,,,,
22.77134512,0.933954435,0.381606416,0.343803671,0.951532189,0.387061342,,,,,
28.65906847,0.337420384,0.774666494,0.669375729,0.771305608,0.912383503,,,,,
29.26901013,0.975029446,0.925005968,0.107688174,0.195760846,0.807161577,,,,,
28.500321,0.845393538,0.731066964,0.513461383,0.701150266,0.34431046,,,,,
23.00293884,0.564132066,0.6948111,0.292280354,0.120584307,0.386892229,,,,,
22.74041523,0.252934791,0.323058056,0.833779956,0.294188122,0.883761095,,,,,
26.2642884,0.087049167,0.149147893,0.221037269,0.150652621,0.291085093,,,,,
28.81342594,0.096805546,0.196937181,0.294245311,0.382916326,0.782952194,,,,,
24.58309314,0.748042799,0.316453551,0.33419999,0.199324107,0.978977458,,,,,
20.66349456,0.400788282,0.382524811,0.881348837,0.664805842,0.078627128,,,,,
21.28557073,0.580671038,0.836353341,0.08888341,0.846569061,0.642202829,,,,,
25.2588899,0.085432102,0.692834358,0.270980651,0.251848402,0.812541706,,,,,
21.75701258,0.265247672,0.418690531,0.887440787,0.608993679,0.23437707,,,,,
20.80862146,0.080546297,0.270395479,0.703816393,0.180129148,0.106857482,,,,,
25.97658517,0.768800791,0.993378576,0.44997154,0.694268781,0.936935159,,,,,
24.63122957,0.963036315,0.063753585,0.092675574,0.947536985,0.228664467,,,,,
27.66156335,0.485651788,0.439653664,0.255700346,0.902305371,0.354322403,,,,,
28.57534251,0.397705061,0.894279037,0.089432099,0.230233405,0.679911723,,,,,
23.82562893,0.837364065,0.711561883,0.284934887,0.459292008,0.757519529,,,,,
25.45720214,0.452728764,0.789920779,0.647590912,0.262218911,0.881075714,,,,,
24.3129675,0.764488088,0.041989038,0.569901367,0.168029591,0.709721849,,,,,
24.80203007,0.9743483,0.225652005,0.83056762,0.940608703,0.835687403,,,,,
29.8811575,0.826170431,0.6231583,0.105281217,0.82496852,0.449801163,,,,,
23.9879967,0.274103005,0.563980624,0.192280565,0.929702226,0.278819304,,,,,
21.01969223,0.101546926,0.886131634,0.386100615,0.472023483,0.836151862,,,,,
22.4007909,0.049460868,0.992338422,0.720608632,0.827077595,0.52440543,,,,,
26.26326172,0.4570846,0.293747895,0.408626353,0.181107451,0.192758156,,,,,
25.05488032,0.045784176,0.062081081,0.118344103,0.294837978,0.155511739,,,,,
28.88563169,0.786800301,0.984966501,0.348272009,0.370349976,0.543346265,,,,,
24.9816105,0.894923858,0.834154914,0.191454067,0.240209559,0.631464807,,,,,
24.20954744,0.349248788,0.809239128,0.493229223,0.321788861,0.31732229,,,,,
25.61861302,0.304197042,0.095896079,0.895668155,0.33955814,0.908237821,,,,,
27.32047923,0.588190416,0.125506119,0.133412832,0.360013946,0.95949409,,,,,
24.2241281,0.525028804,0.95243604,0.691334351,0.226208406,0.642459898,,,,,
29.48841785,0.275527455,0.302920672,0.78426891,0.125524036,0.674937241,,,,,
24.15631857,0.581792647,0.996558905,0.785006324,0.140140793,0.260095572,,,,,
25.91289396,0.529370961,0.318634926,0.009415696,0.937670077,0.831087767,,,,,
26.67339973,0.565478432,0.679364038,0.092135359,0.521065776,0.199305305,,,,,
27.68072327,0.89391621,0.951094045,0.395354391,0.986337974,0.611583895,,,,,
20.73862576,0.710641485,0.112367386,0.830338431,0.58059986,0.342188075,,,,,
20.62414743,0.611944448,0.175429075,0.464099993,0.072699692,0.701071191,,,,,
25.26549245,0.437154709,0.048605772,0.735817261,0.262995827,0.392801074,,,,,
27.15455882,0.372354136,0.717220405,0.597650137,0.047591489,0.349284696,,,,,
22.05946204,0.885096224,0.276954145,0.212596173,0.802988599,0.868476445,,,,,
27.93607566,0.403491655,0.197397231,0.152947409,0.416059801,0.434921895,,,,,
21.41651196,0.534136526,0.579131108,0.643682607,0.68056065,0.601050195,,,,,
23.10131249,0.551835938,0.734363363,0.603541694,0.647517154,0.088254491,,,,,
27.12738451,0.458053557,0.635430958,0.087564159,0.241861612,0.051929313,,,,,
29.0523022,0.010960137,0.875930218,0.302437074,0.289168373,0.131932467,,,,,
24.89253201,0.618692713,0.074975486,0.346447277,0.522372684,0.252067237,,,,,
22.48271796,0.591197265,0.81529186,0.637200123,0.013624049,0.411882287,,,,,
28.59812299,0.180207683,0.862696872,0.135198296,0.079206933,0.285401935,,,,,
29.15868888,0.045704715,0.097459046,0.840499114,0.50945207,0.973109712,,,,,
28.96205455,0.389326261,0.379899426,0.374166043,0.093038497,0.332697797,,,,,
28.85883424,0.25926992,0.053797501,0.027931933,0.926278929,0.727393696,,,,,
23.47595686,0.321167742,0.657342728,0.217312174,0.769462184,0.929998552,,,,,
24.21181679,0.175171818,0.247360334,0.215008582,0.627454583,0.199610729,,,,,
21.81290536,0.909171691,0.68075097,0.810348133,0.576414126,0.894825022,,,,,
29.80416741,0.255219424,0.792439911,0.534934638,0.722648108,0.517528362,,,,,
27.18626177,0.361791298,0.612670885,0.496436445,0.426985475,0.737936521,,,,,
26.14235606,0.455487229,0.007040762,0.679911016,0.848867069,0.231421679,,,,,
22.68198495,0.109759596,0.255400152,0.926407814,0.805927706,0.113720898,,,,,
26.20047132,0.647370268,0.743468768,0.537960895,0.886505862,0.603363973,,,,,
23.29939023,0.077292734,0.929832511,0.350500348,0.645581923,0.325118368,,,,,
27.52661037,0.565658037,0.301469557,0.432434235,0.934382138,0.083831699,,,,,
20.39140517,0.168415299,0.017444457,0.794503992,0.259763784,0.881570953,,,,,
25.8272576,0.122810149,0.973353351,0.775402418,0.814567814,0.686723978,,,,,
25.1517162,0.812890967,0.19361355,0.128803227,0.291061396,0.338068697,,,,,
28.55827252,0.27736667,0.993007861,0.68655203,0.843591393,0.233229677,,,,,
19.37806602,0.071207335,0.340299416,0.157924601,0.021418545,0.155200072,,,,,
26.54107113,0.19715431,0.853959484,0.757004031,0.32718946,0.950412409,,,,,
24.18413333,0.88997206,0.567856986,0.321218905,0.200637391,0.075409713,,,,,
30.17091748,0.795581567,0.907647525,0.615718486,0.611009842,0.788079616,,,,,
25.52350338,0.889729633,0.931027111,0.168965513,0.001939429,0.012589787,,,,,
26.07882181,0.870969018,0.196407653,0.56254554,0.458916815,0.476824611,,,,,
29.54474349,0.658286035,0.444323091,0.265243517,0.681878301,0.65745198,,,,,
22.4111526,0.949102251,0.170980191,0.858297229,0.320385145,0.145951775,,,,,
26.75913039,0.390877992,0.296125374,0.072362953,0.477009372,0.48643602,,,,,
27.33625626,0.702694067,0.22954405,0.321541976,0.794350474,0.613052946,,,,,
22.23436357,0.916015794,0.634456348,0.633697493,0.674656778,0.498315057,,,,,
21.62185923,0.533336924,0.887478652,0.763613565,0.496760965,0.778119147,,,,,
28.8394266,0.222290712,0.884171419,0.794440712,0.854905111,0.468587961,,,,,
22.88561623,0.587335414,0.503644434,0.020551624,0.851622275,0.13218275,,,,,
27.25319449,0.62413457,0.267913192,0.10552409,0.913912679,0.425257507,,,,,
29.22545376,0.991780233,0.785661215,0.076846016,0.161679762,0.77126399,,,,,
22.69622141,0.234602097,0.102681093,0.79428236,0.600578006,0.896245554,,,,,
29.03897248,0.987055929,0.764160731,0.800416701,0.404581628,0.108053316,,,,,
20.9798287,0.187541995,0.650719579,0.094669995,0.333366876,0.994071234,,,,,
22.8644216,0.769333928,0.303420973,0.576151082,0.54316516,0.760004172,,,,,
26.02740794,0.941127741,0.545818118,0.514720934,0.656274248,0.595795921,,,,,
25.54090939,0.037715637,0.849280808,0.545365962,0.063794277,0.991551467,,,,,
26.80240688,0.661138127,0.959882036,0.294058084,0.740689945,0.205566348,,,,,
24.83813987,0.98238873,0.150931006,0.231261589,0.525070013,0.632327812,,,,,
23.58181372,0.615110339,0.363517574,0.122522335,0.360990836,0.210658549,,,,,
26.57392188,0.63804631,0.46762314,0.017988223,0.945699862,0.256274276,,,,,
22.68707444,0.243714344,0.315955022,0.820289827,0.857419864,0.265191265,,,,,
27.90013188,0.568877618,0.843184662,0.739978149,0.221775004,0.751539758,,,,,
25.23962957,0.507987482,0.258931601,0.270289431,0.838117541,0.642676604,,,,,
24.69658481,0.865721963,0.526937494,0.79746962,0.803059041,0.574336956,,,,,
24.92797208,0.391972209,0.919223608,0.533387139,0.738136593,0.814770423,,,,,
25.33331713,0.831700341,0.194496198,0.762628348,0.199173195,0.465514345,,,,,
25.11832666,0.086574908,0.311052686,0.477887308,0.051527037,0.732285396,,,,,
22.34732087,0.304023479,0.504579424,0.710725602,0.714889479,0.498614235,,,,,
20.29035548,0.069808599,0.215807805,0.450164207,0.268296872,0.594479583,,,,,
30.44867942,0.717789415,0.436556296,0.590859395,0.42439583,0.553858732,,,,,
27.07997863,0.811314179,0.833647495,0.25054279,0.725407951,0.103155703,,,,,
22.74643265,0.032000251,0.409316312,0.5881398,0.311520081,0.773136765,,,,,
20.23318115,0.239822816,0.14102471,0.701775319,0.049930452,0.729187459,,,,,
25.15706416,0.578387106,0.569120277,0.421894839,0.901503829,0.687518983,,,,,
26.4798916,0.545440114,0.626207843,0.314655658,0.037011507,0.811136759,,,,,
28.97549493,0.242475665,0.777991709,0.357235646,0.945740826,0.194282894,,,,,
20.7436499,0.426111747,0.007138952,0.09147548,0.553226961,0.125107254,,,,,
29.77258811,0.357878706,0.080531288,0.483416635,0.006305356,0.160348611,,,,,
28.82688889,0.064374798,0.823920458,0.834705734,0.465203108,0.798786979,,,,,
26.41061793,0.764930239,0.28235987,0.164753835,0.518590076,0.856598779,,,,,
21.0366427,0.633936112,0.720764072,0.113747935,0.46978241,0.646631383,,,,,
20.49622642,0.729447259,0.109015088,0.125472227,0.65727213,0.720381242,,,,,
27.43981551,0.765443445,0.898935915,0.919645854,0.175319916,0.106529598,,,,,
29.16593895,0.100962449,0.336824233,0.781065271,0.404793375,0.624840495,,,,,
26.87255614,0.106331758,0.954084512,0.584127403,0.475064919,0.570525514,,,,,
25.80495897,0.653412294,0.160610801,0.014421895,0.633498386,0.191126735,,,,,
27.66535652,0.579057293,0.670534572,0.449502282,0.463412879,0.727378557,,,,,
29.34149771,0.838325856,0.154087013,0.805267661,0.59862709,0.913288391,,,,,
23.84979975,0.51507644,0.397105912,0.331290602,0.958515575,0.187811544,,,,,
22.43999848,0.531053845,0.847361078,0.817001286,0.179201323,0.550694674,,,,,
29.85243057,0.887386747,0.233294973,0.35479859,0.602249549,0.835073171,,,,,
26.06791849,0.456161081,0.125091308,0.566812632,0.428094961,0.778526084,,,,,
24.99554171,0.870112558,0.090809072,0.343914557,0.284000652,0.098759238,,,,,
25.84021887,0.587828326,0.084906045,0.577539566,0.21311601,0.488063079,,,,,
22.51581768,0.753687686,0.327032242,0.207049384,0.618239352,0.223133762,,,,,
22.14862663,0.22636312,0.366659674,0.558945075,0.406361243,0.085369871,,,,,
27.37079244,0.049151008,0.996287079,0.887449024,0.201993114,0.089429789,,,,,
23.21644678,0.379583813,0.010313487,0.565363436,0.329080978,0.295945615,,,,,
27.55705205,0.468938861,0.348952067,0.007460763,0.882269572,0.707015435,,,,,
23.52140393,0.299641437,0.652460399,0.857367347,0.632651006,0.479902111,,,,,
23.17259019,0.420095676,0.281181267,0.634522683,0.981019862,0.716985525,,,,,
21.82994637,0.430306459,0.564394049,0.280164069,0.789396747,0.657376631,,,,,
21.72302763,0.355527033,0.153897583,0.931913021,0.720785188,0.919405561,,,,,
21.71931002,0.206985836,0.277904264,0.037031341,0.08644879,0.448249138,,,,,
26.26561084,0.771116653,0.516962731,0.293625627,0.710164219,0.144496047,,,,,
21.35086239,0.119390601,0.305314227,0.560722293,0.015973704,0.409951128,,,,,
26.12011042,0.363849008,0.056300054,0.150544215,0.903356596,0.240392698,,,,,
27.68823054,0.248421065,0.544163092,0.302627577,0.631990946,0.925363787,,,,,
24.19860817,0.690797381,0.586502697,0.911255619,0.252042905,0.534790282,,,,,
27.94640443,0.821002023,0.424568039,0.744208193,0.854906186,0.760003247,,,,,
25.52234309,0.602567651,0.610327505,0.789928298,0.058104835,0.1909996,,,,,
24.54482769,0.38846912,0.190345311,0.815615646,0.874956251,0.501776018,,,,,
29.13101598,0.682457925,0.838575007,0.192550613,0.719679859,0.520774061,,,,,
29.76703175,0.779954658,0.311336789,0.493054091,0.626267934,0.123583833,,,,,
22.44189621,0.781906326,0.267814207,0.270757634,0.227160449,0.406522003,,,,,
27.5216135,0.090495866,0.944742788,0.400221401,0.219311932,0.168766375,,,,,
28.34321092,0.203525141,0.505470915,0.060650055,0.369548836,0.772525406,,,,,
22.71294304,0.159697397,0.30836432,0.055006747,0.561762041,0.851100114,,,,,
22.42263544,0.927106202,0.845530112,0.551082346,0.629913151,0.362399412,,,,,
27.82057102,0.299027159,0.919903616,0.444154772,0.756909383,0.136967112,,,,,
26.85390956,0.595905444,0.358550644,0.507714547,0.647584614,0.633408803,,,,,
27.13966661,0.697324721,0.555754582,0.269670472,0.081277746,0.442105548,,,,,
22.09185754,0.332351894,0.361438192,0.036506429,0.072480207,0.788209018,,,,,
20.444716,0.586000951,0.696248462,0.268431437,0.033488296,0.421849276,,,,,
29.27905091,0.28530035,0.068190491,0.829272809,0.56945037,0.983964177,,,,,
27.39168921,0.861970699,0.701109133,0.282155186,0.405140084,0.529139948,,,,,
20.35178792,0.677331639,0.525684287,0.281470795,0.199284094,0.123294803,,,,,
23.86920882,0.757659214,0.542820337,0.799945301,0.868066114,0.72619064,,,,,
25.72246878,0.205999735,0.170237533,0.59187304,0.330117963,0.799946884,,,,,
22.21918417,0.541751763,0.602099044,0.47609779,0.692367045,0.616968442,,,,,
29.06993503,0.343115726,0.528457627,0.461610587,0.795151367,0.065588932,,,,,
20.47200059,0.532954204,0.338630692,0.545445336,0.858499541,0.136667414,,,,,
24.20377282,0.445169577,0.459699383,0.183520099,0.206979232,0.410197087,,,,,
30.07226934,0.658285539,0.771329994,0.178101606,0.350799046,0.210075906,,,,,
21.23478928,0.305021151,0.452292985,0.441697474,0.311740129,0.846897614,,,,,
20.44276742,0.954391508,0.754660301,0.248996567,0.970281069,0.444612164,,,,,
24.07372629,0.166320843,0.308374478,0.343558236,0.787303043,0.674164829,,,,,
20.83148346,0.956522117,0.26231154,0.367282551,0.25802073,0.809704822,,,,,
28.56681313,0.764579177,0.970334547,0.657428228,0.321315985,0.99605847,,,,,
20.451758,0.653358012,0.359184362,0.899921491,0.608360715,0.771183641,,,,,
22.00219887,0.400130834,0.667820068,0.348794739,0.332985438,0.256449726,,,,,
27.04441651,0.401080337,0.925642892,0.167547753,0.171453489,0.388659936,,,,,
26.26083918,0.844443805,0.14160864,0.023821286,0.676810915,0.196756725,,,,,
23.74088917,0.776141504,0.075910192,0.557343256,0.402536161,0.092367035,,,,,
28.83463457,0.816418978,0.953593371,0.122102027,0.913159526,0.021903255,,,,,
25.64551862,0.406210998,0.557757728,0.108701547,0.815385555,0.033967696,,,,,
28.66850962,0.895472603,0.540972273,0.287453768,0.797306297,0.397712036,,,,,
29.36809121,0.178705133,0.979090136,0.005861308,0.359721429,0.157759128,,,,,
27.35927944,0.364259848,0.34948056,0.602407348,0.572338933,0.205340446,,,,,
28.65699673,0.908931438,0.789671144,0.788905859,0.122280052,0.685816531,,,,,
27.20734835,0.637459708,0.123319071,0.961886428,0.265531555,0.200741158,,,,,
21.54015669,0.037520074,0.895147508,0.737021016,0.892345275,0.020619382,,,,,
20.97725945,0.151072721,0.418485184,0.630219557,0.337609995,0.363568918,,,,,
26.60342566,0.827089241,0.403176286,0.546456845,0.903334424,0.944066208,,,,,
21.62329515,0.011914318,0.878998177,0.729834152,0.233254134,0.613958619,,,,,
27.80352994,0.114822238,0.683014343,0.92932807,0.674742422,0.080550808,,,,,
21.73628787,0.323978797,0.365655867,0.47144706,0.042893634,0.999009425,,,,,
29.5185153,0.640756157,0.125966003,0.581784708,0.905358368,0.612869743,,,,,
28.63660729,0.622735213,0.835478804,0.925442131,0.508401369,0.464103787,,,,,
26.70252099,0.652871705,0.571436561,0.062793561,0.847142138,0.81517465,,,,,
26.9995929,0.810253846,0.128203464,0.298217204,0.319717255,0.717403599,,,,,
22.21320768,0.216066043,0.536101215,0.657583989,0.601142954,0.199052145,,,,,
19.68355434,0.843289067,0.440117937,0.641879587,0.769378571,0.422772874,,,,,
29.38755744,0.874971495,0.520513531,0.015034799,0.266972421,0.193362203,,,,,
28.23235081,0.590741087,0.824973581,0.734903673,0.897797323,0.563703814,,,,,
28.43954432,0.825137439,0.362501497,0.222165525,0.844741393,0.708749007,,,,,
23.10265254,0.119932995,0.494838264,0.208911093,0.442056823,0.353890329,,,,,
22.81924477,0.290545306,0.148606687,0.296932103,0.651984173,0.040009767,,,,,
28.34406287,0.853908276,0.793466551,0.012206771,0.766934689,0.89735911,,,,,
29.21201947,0.779793181,0.230594204,0.228256945,0.980753071,0.251775362,,,,,
22.68298398,0.979375199,0.717163567,0.245078737,0.951148722,0.833628074,,,,,
25.9760279,0.574688753,0.299035503,0.36268987,0.338171194,0.845697369,,,,,
20.65302553,0.058889227,0.29107058,0.925909684,0.123939853,0.505409132,,,,,
28.47995475,0.447150149,0.348760384,0.257633002,0.934994604,0.46890028,,,,,
24.61812208,0.321691765,0.838951813,0.73068448,0.840816625,0.265825569,,,,,
26.617577,0.765504009,0.248967072,0.838743454,0.674689808,0.680648972,,,,,
25.43917599,0.533483623,0.148083925,0.030325755,0.003358327,0.946476688,,,,,
27.91774019,0.872306681,0.396530397,0.301056724,0.030303118,0.266293872,,,,,
26.89112425,0.13108668,0.283460974,0.58547436,0.204749971,0.525038405,,,,,
23.06259449,0.051451806,0.205490161,0.265328496,0.981025813,0.113080805,,,,,
20.5958888,0.375584241,0.833850142,0.317598096,0.184722628,0.520431912,,,,,
26.76283138,0.252354825,0.603777064,0.068633152,0.399199284,0.058926399,,,,,
28.82860244,0.151060759,0.098837474,0.277443157,0.436700514,0.218520419,,,,,
20.86066205,0.581069126,0.958251222,0.181174365,0.705360526,0.980685278,,,,,
20.45085448,0.029077509,0.006214423,0.542214349,0.114562266,0.064683967,,,,,
24.07736485,0.375756388,0.614846923,0.010194253,0.753390889,0.866613353,,,,,
22.83471941,0.446546097,0.963356251,0.863437905,0.311286238,0.511741937,,,,,
24.64434351,0.219160547,0.814784252,0.486058569,0.18583033,0.636411389,,,,,
23.53278631,0.849699524,0.108615333,0.931586145,0.03932139,0.535687138,,,,,
23.62919565,0.378173178,0.048509575,0.86399517,0.360393133,0.361635009,,,,,
23.5486783,0.074101465,0.072967173,0.914558257,0.712611606,0.755837738,,,,,
25.13715651,0.191241193,0.882898194,0.072933861,0.458322452,0.926183563,,,,,
27.05050113,0.555338329,0.311295785,0.51846544,0.389712635,0.900654642,,,,,
27.30613269,0.442873101,0.686661327,0.329200924,0.722837414,0.053397149,,,,,
26.51262868,0.490117835,0.489528257,0.365113624,0.309443474,0.06506029,,,,,
27.97276898,0.629195038,0.263731017,0.938052193,0.395210817,0.12033879,,,,,
28.27522617,0.971327961,0.613463306,0.80018736,0.193588705,0.430119916,,,,,
25.89291371,0.761376306,0.434407972,0.265275163,0.172859799,0.397120825,,,,,
22.57604048,0.22114158,0.755739327,0.663781943,0.678995004,0.975956362,,,,,
21.0990742,0.049549497,0.147603951,0.961254543,0.867891043,0.514415298,,,,,
25.29481411,0.908489099,0.64605498,0.925368625,0.531614228,0.866246557,,,,,
23.29458628,0.081889446,0.727469713,0.563460592,0.267764455,0.439953362,,,,,
22.58421247,0.385828721,0.075244573,0.517617526,0.328577425,0.849744893,,,,,
26.98053549,0.423340239,0.493140459,0.197748093,0.854182636,0.928524754,,,,,
23.38190122,0.963736034,0.706473823,0.624719984,0.636099052,0.855438853,,,,,
29.91622243,0.85002395,0.235101868,0.46289825,0.744558045,0.879475297,,,,,
22.32498487,0.369210893,0.641547773,0.145855524,0.461311491,0.041849694,,,,,
29.38170745,0.358662261,0.591777077,0.807749646,0.4987619,0.643867712,,,,,
21.46536415,0.786109363,0.606774519,0.832690817,0.681277912,0.234242686,,,,,
24.02047847,0.947286117,0.520809219,0.024063465,0.335518303,0.187697029,,,,,
21.56262768,0.806301441,0.475942152,0.316654984,0.942503419,0.102255845,,,,,
19.45703243,0.461029966,0.643424451,0.36133415,0.143830208,0.028893655,,,,,
27.95172154,0.316992478,0.758932045,0.161551482,0.199550164,0.778618307,,,,,
21.82456249,0.885869462,0.193728057,0.070781655,0.329384609,0.462990686,,,,,
26.78889027,0.808993468,0.552417817,0.798749751,0.218285798,0.846349807,,,,,
22.27467865,0.686529622,0.562737062,0.511410397,0.579862836,0.881433159,,,,,
29.74083537,0.068980647,0.448042849,0.962577387,0.135329297,0.225467964,,,,,
24.03050537,0.581131839,0.128107855,0.56590977,0.690031469,0.287427963,,,,,
29.43133965,0.168285771,0.362569926,0.760786932,0.640655343,0.100489015,,,,,
27.81570947,0.580448716,0.863218681,0.742306879,0.408291955,0.418146596,,,,,
24.17247052,0.45592477,0.188214198,0.525959163,0.526854285,0.607723053,,,,,
29.64423669,0.061753731,0.752063223,0.972042769,0.992313947,0.592630148,,,,,
25.18573513,0.689930987,0.763882461,0.223831354,0.074002817,0.741539087,,,,,
24.42136649,0.100449834,0.384120662,0.102402008,0.742705048,0.652555907,,,,,
30.41232448,0.402048415,0.376230844,0.684624589,0.286910647,0.783965304,,,,,
24.58934483,0.398577311,0.009242703,0.287750563,0.750604745,0.720068956,,,,,
20.64386758,0.207261277,0.947273051,0.946391701,0.789366387,0.581239395,,,,,
25.94642638,0.95892708,0.922861464,0.146092043,0.135387502,0.162689203,,,,,
27.31980357,0.912377727,0.35692902,0.355188497,0.213537002,0.164525357,,,,,
23.27399694,0.618166125,0.707167691,0.326658258,0.628082514,0.309241313,,,,,
27.92179377,0.168771128,0.196386879,0.944385232,0.949524045,0.069444577,,,,,
29.76303075,0.796409432,0.469554667,0.572076764,0.446720249,0.839784939,,,,,
28.68661321,0.76793297,0.218742713,0.363880623,0.434859341,0.434559213,,,,,
25.50837054,0.412901515,0.154692849,0.34951073,0.144904297,0.881020815,,,,,
27.42442408,0.98113003,0.53475467,0.485314769,0.701349561,0.240081652,,,,,
21.58312163,0.266335639,0.67147559,0.914505636,0.365470481,0.635357214,,,,,
27.38983641,0.937894831,0.813906827,0.284578157,0.188810228,0.584703303,,,,,
22.80454546,0.802424179,0.709757839,0.34906517,0.664918626,0.198981768,,,,,
19.42288819,0.909486997,0.074664791,0.929085461,0.827840507,0.748834572,,,,,
19.1578876,0.360250704,0.3998218,0.620285222,0.911249852,0.41008983,,,,,
25.6409251,0.901334368,0.72446289,0.630812957,0.250390856,0.649605796,,,,,
22.17477927,0.587431722,0.363257145,0.532176054,0.832989707,0.127902263,,,,,
22.06968196,0.54796146,0.794167301,0.513401005,0.012536701,0.80312061,,,,,
26.72548219,0.19636721,0.192759553,0.420211272,0.162302047,0.405545068,,,,,
24.23124904,0.549060094,0.085941426,0.973388635,0.272636242,0.275405154,,,,,
26.84721852,0.499099006,0.456353473,0.116715898,0.284407899,0.44087802,,,,,
21.99759757,0.593851378,0.238997159,0.056529784,0.68490624,0.023287156,,,,,
27.52321446,0.90401254,0.291750306,0.101684168,0.160418806,0.692308788,,,,,
26.81827049,0.171015324,0.890725888,0.799738337,0.275023715,0.490707141,,,,,
27.7593723,0.236965565,0.783209599,0.055632436,0.327583481,0.386060468,,,,,
20.23112637,0.145951975,0.158041561,0.611780074,0.384858242,0.702672069,,,,,
26.1345824,0.695037171,0.628600361,0.077587861,0.757680443,0.24834127,,,,,
26.43703653,0.559895547,0.056294681,0.97641925,0.510149901,0.241898416,,,,,
27.0580689,0.124298781,0.858355029,0.19052955,0.817274406,0.641634714,,,,,
21.26611794,0.093342196,0.443141633,0.886166305,0.36826891,0.306987981,,,,,
24.15548381,0.193996985,0.615511546,0.248097393,0.016403841,0.022306535,,,,,
24.20563404,0.239694396,0.642936943,0.264871807,0.492819955,0.785567138,,,,,
26.75155474,0.175216264,0.115729123,0.10357397,0.975700468,0.811677605,,,,,
28.74649006,0.032008202,0.317353994,0.95857362,0.637122126,0.871208121,,,,,
23.20690483,0.471369459,0.040268012,0.766985081,0.059986922,0.244408467,,,,,
20.95909301,0.7347929,0.413813577,0.810105865,0.652373136,0.96890919,,,,,
29.21065132,0.257332369,0.12940352,0.854499868,0.193270976,0.874570682,,,,,
21.44768489,0.803298398,0.6091306,0.428962981,0.895978345,0.979459924,,,,,
25.53136918,0.356748198,0.624519278,0.84825242,0.685370042,0.013494297,,,,,
30.58473399,0.183927119,0.594918315,0.151743735,0.502662753,0.283312435,,,,,
27.5127479,0.091830535,0.146410652,0.740966753,0.805113909,0.549963207,,,,,
27.52827104,0.959372474,0.77389656,0.976718075,0.647110996,0.863024336,,,,,
24.13419968,0.243040436,0.569537613,0.438584146,0.626884844,0.171239511,,,,,
27.39024351,0.956025123,0.555541899,0.741293419,0.314380501,0.207717478,,,,,
29.1563442,0.037230216,0.798854027,0.60622654,0.858729182,0.813379744,,,,,
23.75567809,0.302583809,0.986125675,0.493079505,0.357521475,0.05252132,,,,,
20.20261554,0.344684863,0.307205102,0.244351145,0.746470388,0.405799067,,,,,
21.09250938,0.067056403,0.934475729,0.143296844,0.491775212,0.432763848,,,,,
28.54533028,0.380201051,0.194836715,0.935786321,0.869349689,0.039448377,,,,,
26.51706065,0.053951941,0.922262299,0.90775589,0.403480588,0.758289049,,,,,
27.51177242,0.215259011,0.457268137,0.901564398,0.918061357,0.797677131,,,,,
24.28325362,0.589299071,0.622927765,0.280234759,0.736729265,0.126117468,,,,,
27.69173673,0.619636415,0.179254715,0.870277213,0.244269436,0.231615434,,,,,
22.33472664,0.352603004,0.393834637,0.711004332,0.294999972,0.843791098,,,,,
20.88402327,0.023818371,0.133253908,0.528507384,0.053305034,0.145721734,,,,,
21.382766,0.899741959,0.002879008,0.249733154,0.417183811,0.637390462,,,,,
27.13772064,0.493584477,0.893153781,0.169610745,0.682666475,0.057583346,,,,,
27.34855847,0.131040738,0.313371831,0.802863182,0.395163286,0.033979899,,,,,
27.1243239,0.847101809,0.429772386,0.611828517,0.289523255,0.518430962,,,,,
25.36532107,0.488492894,0.923753117,0.315917009,0.334116025,0.126043386,,,,,
26.36291458,0.963509623,0.625362756,0.921961873,0.991888283,0.069085715,,,,,
29.61840328,0.127122843,0.041659592,0.11585212,0.790824885,0.524872847,,,,,
26.33937053,0.039996416,0.972308536,0.002304315,0.808837269,0.383461396,,,,,
22.34927631,0.697236309,0.004364901,0.190961364,0.095509347,0.024116596,,,,,
21.97371887,0.74154556,0.773104223,0.613028277,0.822641019,0.042311821,,,,,
27.4708221,0.189294715,0.948307178,0.394908186,0.065518866,0.435076144,,,,,
25.09391737,0.26933499,0.087499325,0.044469814,0.54804788,0.301554257,,,,,
19.91392883,0.765948139,0.205956181,0.8601474,0.748998808,0.1996487,,,,,
24.80734499,0.221661178,0.462601995,0.645805414,0.892241705,0.087123464,,,,,
21.17861647,0.039070673,0.286175043,0.442796724,0.294429674,0.657323716,,,,,
25.40158859,0.652786064,0.775209051,0.408049227,0.80797078,0.299675243,,,,,
20.00075511,0.461457793,0.148440446,0.807777051,0.528847696,0.590275898,,,,,
